hour_of_day,day_of_week,subject,opens,clicks,ctr
2,0,Limited time offer: 65% off!,7637,3344,0.43786827288202174
14,1,New arrivals just for you,21557,4875,0.2261446397921789
11,3,Don't miss out on these fantastic deals,15565,3746,0.240668165756505
1,5,Don't miss out on these fantastic deals,40763,4718,0.11574221720678066
6,2,Your weekly newsletter,3709,3709,1.0
15,6,Limited time offer: 65% off!,16104,4287,0.26620715350223545
4,6,Don't miss out on these fantastic deals,2361,2361,1.0
12,4,Don't miss out on these fantastic deals,40160,2144,0.05338645418326693
7,6,Your weekly newsletter,1384,1384,1.0
18,1,Don't miss out on these fantastic deals,15105,2799,0.1853028798411122
15,4,New arrivals just for you,14910,3584,0.2403755868544601
1,5,New arrivals just for you,32117,648,0.020176230656661583
15,0,Don't miss out on these fantastic deals,42983,2717,0.06321103692157365
11,3,Don't miss out on these fantastic deals,36973,4388,0.1186811997944446
16,4,Summer sale starts now!,4184,3346,0.7997131931166348
7,1,Limited time offer: 65% off!,18955,4089,0.2157214455288842
9,5,Summer sale starts now!,32280,4702,0.1456629491945477
7,6,Summer sale starts now!,8697,4957,0.5699666551684489
14,3,Limited time offer: 65% off!,40252,3904,0.09698896949219915
13,0,New arrivals just for you,48636,4321,0.08884365490583107
5,2,Your weekly newsletter,14464,1762,0.12181969026548672
3,5,Summer sale starts now!,22097,766,0.034665339186314884
21,1,Limited time offer: 65% off!,5733,3624,0.6321297749869178
18,3,New arrivals just for you,29041,2018,0.06948796529045143
19,4,Don't miss out on these fantastic deals,16026,4489,0.2801073255959067
14,6,Limited time offer: 65% off!,40396,1809,0.044781661550648576
22,1,New arrivals just for you,31226,579,0.018542240440658424
16,0,Your weekly newsletter,21096,1267,0.06005877891543421
18,1,Don't miss out on these fantastic deals,34297,1444,0.04210280782575736
9,2,Don't miss out on these fantastic deals,6316,403,0.06380620645978467
7,0,Summer sale starts now!,19610,2897,0.14773074961754207
10,2,New arrivals just for you,14082,1384,0.09828149410595086
19,6,Don't miss out on these fantastic deals,6390,189,0.029577464788732393
1,5,New arrivals just for you,31855,2473,0.0776330246429132
0,5,Summer sale starts now!,21949,2494,0.11362704451227847
3,1,Limited time offer: 65% off!,14409,675,0.046845721424109935
4,2,Your weekly newsletter,33587,2224,0.06621609551314497
22,1,Summer sale starts now!,19863,2346,0.11810904697175653
6,1,Don't miss out on these fantastic deals,25421,1012,0.0398096062310688
16,5,Your weekly newsletter,17159,4079,0.23771781572352702
1,0,Your weekly newsletter,36227,4291,0.11844756673199547
6,0,Summer sale starts now!,49397,962,0.019474866894750694
7,6,Don't miss out on these fantastic deals,21914,2486,0.11344346080131423
19,3,Your weekly newsletter,9328,1584,0.16981132075471697
4,6,Your weekly newsletter,11148,640,0.05740940078937926
5,4,Summer sale starts now!,3169,853,0.26917008520037866
1,1,Summer sale starts now!,9744,321,0.03294334975369458
3,1,Summer sale starts now!,21748,3878,0.17831524737906934
17,6,Your weekly newsletter,15124,2776,0.18354932557524464
12,1,New arrivals just for you,13236,693,0.052357207615593836
2,2,Your weekly newsletter,10334,799,0.07731759241339269
21,0,New arrivals just for you,25422,4274,0.1681220989693966
6,3,Summer sale starts now!,46107,1964,0.04259656885071681
10,6,Summer sale starts now!,8087,4555,0.5632496599480648
1,0,Limited time offer: 65% off!,7507,815,0.10856533901691755
18,6,Your weekly newsletter,44467,4872,0.10956439606899498
20,5,Summer sale starts now!,9211,2928,0.31788079470198677
0,5,Limited time offer: 65% off!,13073,4342,0.33213493459802645
7,3,Summer sale starts now!,9926,1152,0.11605883538182551
18,3,New arrivals just for you,14468,2458,0.16989217583632846
21,1,New arrivals just for you,2454,1270,0.5175224123879381
15,6,New arrivals just for you,19155,3143,0.164082484990864
14,2,Your weekly newsletter,37660,3809,0.10114179500796601
15,3,Summer sale starts now!,11371,1017,0.0894380441473925
20,5,New arrivals just for you,14553,1743,0.11976911976911978
18,6,Your weekly newsletter,21529,4321,0.20070602443216126
13,1,Don't miss out on these fantastic deals,42218,2057,0.048723293381969776
4,1,Your weekly newsletter,12452,1556,0.12495984580790234
16,5,Limited time offer: 65% off!,16533,2701,0.1633702292384927
10,5,Don't miss out on these fantastic deals,3116,575,0.18453145057766368
16,1,Summer sale starts now!,19204,1291,0.06722557800458238
16,1,Your weekly newsletter,46146,2428,0.052615611320591164
11,2,Limited time offer: 65% off!,15481,3356,0.21678186163684515
22,1,New arrivals just for you,35424,2654,0.07492095754290876
0,3,Your weekly newsletter,41139,2543,0.061814822917426286
21,0,Limited time offer: 65% off!,1184,1184,1.0
8,2,Summer sale starts now!,39949,1246,0.031189766952864902
7,6,Limited time offer: 65% off!,27932,3907,0.13987541171416296
10,0,New arrivals just for you,28227,2304,0.08162397704325645
22,1,Limited time offer: 65% off!,986,986,1.0
22,1,Your weekly newsletter,30058,4397,0.1462838512209728
14,3,Limited time offer: 65% off!,15317,3424,0.2235424691519227
21,4,Your weekly newsletter,29042,954,0.032848977343158184
18,1,Limited time offer: 65% off!,32421,2188,0.06748712254403011
13,2,Summer sale starts now!,35341,2560,0.07243711270196089
6,6,Your weekly newsletter,17882,3265,0.18258584051001006
18,0,Your weekly newsletter,38572,2968,0.07694700819247122
19,1,New arrivals just for you,1315,1315,1.0
9,5,New arrivals just for you,5571,2151,0.3861066235864297
14,3,Don't miss out on these fantastic deals,10058,3021,0.3003579240405647
14,5,Your weekly newsletter,39914,2310,0.05787443002455279
22,6,Limited time offer: 65% off!,32742,423,0.01291918636613524
4,2,Summer sale starts now!,30432,3604,0.1184279705573081
6,5,New arrivals just for you,5474,4948,0.9039093898428937
11,5,Your weekly newsletter,19308,3048,0.15786202610316968
21,4,New arrivals just for you,8845,974,0.11011871113623516
13,0,Your weekly newsletter,10672,1171,0.1097263868065967
9,6,Summer sale starts now!,43260,3196,0.07387887193712436
19,4,New arrivals just for you,3457,1318,0.38125542377784205
8,0,Your weekly newsletter,1594,1594,1.0
13,4,Limited time offer: 65% off!,20614,447,0.02168429222858252
1,3,New arrivals just for you,11058,1628,0.14722372942665943
3,5,Limited time offer: 65% off!,26564,3249,0.12230838729107062
21,5,Summer sale starts now!,25694,288,0.011208842531330272
20,1,Your weekly newsletter,39830,3360,0.0843585237258348
17,4,Your weekly newsletter,26364,913,0.034630556819905935
8,2,Summer sale starts now!,8680,506,0.05829493087557604
7,2,Summer sale starts now!,12974,3179,0.24502851857561275
1,2,Your weekly newsletter,22533,3934,0.17458838148493322
8,6,Summer sale starts now!,11491,4201,0.3655904621007745
16,1,Limited time offer: 65% off!,23567,706,0.029957143463317352
22,6,Summer sale starts now!,46263,4425,0.09564879061020685
19,1,New arrivals just for you,31557,637,0.020185695725195678
7,5,New arrivals just for you,20505,1378,0.06720312118995367
9,4,Your weekly newsletter,9788,4497,0.45944013077237433
0,6,Summer sale starts now!,17179,3538,0.20594912393038012
8,5,Limited time offer: 65% off!,3267,2880,0.8815426997245179
21,5,Your weekly newsletter,28560,1775,0.06214985994397759
11,2,Limited time offer: 65% off!,8989,2420,0.269217933029258
12,0,Don't miss out on these fantastic deals,22252,619,0.02781772424950566
6,0,New arrivals just for you,22186,3254,0.14666907058505363
14,2,Don't miss out on these fantastic deals,14505,2171,0.1496725267149259
10,2,Summer sale starts now!,5542,3517,0.6346084446048358
17,3,Limited time offer: 65% off!,11872,1089,0.09172843665768195
22,5,Don't miss out on these fantastic deals,8785,2067,0.235287421741605
8,4,Limited time offer: 65% off!,31825,1411,0.04433621366849961
12,0,Limited time offer: 65% off!,49380,2835,0.05741190765492102
9,2,New arrivals just for you,27121,1187,0.04376682275727296
20,1,Don't miss out on these fantastic deals,11963,3064,0.2561230460586809
18,2,New arrivals just for you,48489,3558,0.07337746705438347
14,1,Limited time offer: 65% off!,9826,4010,0.408100956645634
11,3,Summer sale starts now!,38512,291,0.007556086414624013
21,4,New arrivals just for you,17203,4754,0.27634714875312444
11,6,New arrivals just for you,21710,4475,0.2061262091202211
11,3,Summer sale starts now!,2420,208,0.0859504132231405
14,2,Don't miss out on these fantastic deals,3060,2609,0.8526143790849673
10,2,Summer sale starts now!,16990,2781,0.1636845203060624
23,1,New arrivals just for you,25833,3062,0.1185305616846669
14,1,Limited time offer: 65% off!,12356,4300,0.3480090644221431
14,3,Limited time offer: 65% off!,14992,2888,0.1926360725720384
12,3,Don't miss out on these fantastic deals,39966,870,0.021768503227743582
12,6,New arrivals just for you,17654,500,0.02832219327064688
3,4,Your weekly newsletter,24518,460,0.01876172607879925
14,2,Summer sale starts now!,29223,1955,0.06689936009307737
7,4,Limited time offer: 65% off!,1687,1687,1.0
10,4,Your weekly newsletter,38210,1321,0.034572101544098406
18,6,Don't miss out on these fantastic deals,45554,434,0.009527154585766343
11,2,Limited time offer: 65% off!,18960,510,0.02689873417721519
8,0,Limited time offer: 65% off!,31650,3746,0.11835703001579778
8,0,Don't miss out on these fantastic deals,13696,958,0.06994742990654206
7,5,New arrivals just for you,21569,3497,0.16213083592192498
21,3,Your weekly newsletter,35698,4608,0.12908286178497394
10,5,Limited time offer: 65% off!,46010,3176,0.06902847207128884
7,6,Limited time offer: 65% off!,12179,1654,0.1358075375646605
22,5,Limited time offer: 65% off!,24732,1251,0.05058224163027657
22,0,Summer sale starts now!,4281,298,0.06960990422798412
14,5,Limited time offer: 65% off!,3589,2471,0.6884926163276679
2,6,Don't miss out on these fantastic deals,35494,604,0.017016960613061363
4,4,Don't miss out on these fantastic deals,36705,397,0.010815965127366843
2,4,Limited time offer: 65% off!,9247,3565,0.3855304423056126
22,3,Don't miss out on these fantastic deals,41632,3346,0.08037086856264412
5,1,Don't miss out on these fantastic deals,33205,52,0.0015660292124680018
22,6,Summer sale starts now!,19438,4278,0.2200843708200432
13,0,Your weekly newsletter,18954,66,0.0034821145932257044
6,0,Limited time offer: 65% off!,14186,1574,0.11095446214577753
22,4,Your weekly newsletter,2730,225,0.08241758241758242
11,2,Limited time offer: 65% off!,10094,3784,0.3748761640578562
13,4,Your weekly newsletter,11670,351,0.030077120822622108
5,4,Limited time offer: 65% off!,28968,4690,0.16190278928472798
18,5,Your weekly newsletter,13006,2391,0.1838382285099185
22,6,New arrivals just for you,19317,2125,0.11000672982347155
18,0,Your weekly newsletter,7113,4412,0.6202727400534233
12,1,Your weekly newsletter,10161,1470,0.1446708001180986
10,2,Summer sale starts now!,42366,1492,0.035216919227682573
3,2,Summer sale starts now!,2464,2464,1.0
16,0,Limited time offer: 65% off!,8887,227,0.025542927872172837
5,4,New arrivals just for you,45576,3331,0.07308671230472179
10,0,Your weekly newsletter,45519,3894,0.08554669478679233
3,0,Don't miss out on these fantastic deals,37327,874,0.02341468642001768
14,4,Limited time offer: 65% off!,2267,2267,1.0
4,1,New arrivals just for you,22123,693,0.031324865524567196
16,6,Limited time offer: 65% off!,20072,3503,0.17452172180151454
0,4,Your weekly newsletter,32347,2862,0.08847806597211488
1,5,Your weekly newsletter,14622,944,0.06456025167555737
8,3,Summer sale starts now!,15676,2808,0.17912732840010206
7,0,Your weekly newsletter,36446,3099,0.08502990726005598
0,3,New arrivals just for you,31901,580,0.01818124823673239
8,3,Your weekly newsletter,12415,3954,0.3184857027788965
14,0,Don't miss out on these fantastic deals,37435,3644,0.0973420595699212
13,3,Your weekly newsletter,48756,781,0.016018541307736483
22,5,Limited time offer: 65% off!,4094,2976,0.7269174401563263
23,6,Don't miss out on these fantastic deals,40798,3549,0.08698955831168194
11,1,Summer sale starts now!,45445,2444,0.05377929365166685
23,1,Summer sale starts now!,10538,223,0.02116151072309736
21,3,New arrivals just for you,29105,848,0.02913588730458684
12,3,New arrivals just for you,12804,3301,0.2578100593564511
3,6,Your weekly newsletter,9323,646,0.06929100075083128
10,3,New arrivals just for you,39060,141,0.003609831029185868
6,1,Summer sale starts now!,7552,121,0.016022245762711863
21,2,New arrivals just for you,7808,4669,0.5979764344262295
5,3,Your weekly newsletter,7219,3634,0.5033938218589833
14,1,Your weekly newsletter,18455,2310,0.12516933080465997
6,6,Don't miss out on these fantastic deals,4414,318,0.07204349796103307
22,2,Summer sale starts now!,3911,700,0.17898235745333674
7,5,Your weekly newsletter,23383,492,0.02104092716931104
21,3,Don't miss out on these fantastic deals,42892,2235,0.0521076191364357
13,3,Your weekly newsletter,7855,1837,0.23386378103119032
15,5,Summer sale starts now!,26406,2543,0.0963038703325002
8,0,Summer sale starts now!,36670,1192,0.032506135805835834
4,0,Summer sale starts now!,2581,44,0.017047655947307245
7,4,New arrivals just for you,6159,4178,0.6783568761162526
15,2,Your weekly newsletter,4538,1828,0.40282062582635525
7,6,Summer sale starts now!,16064,1682,0.10470617529880479
0,5,Your weekly newsletter,22047,2517,0.11416519254320316
12,6,Your weekly newsletter,22723,3873,0.17044404348017428
23,5,New arrivals just for you,36133,1288,0.03564608529598982
15,0,Don't miss out on these fantastic deals,35785,4648,0.12988682408830515
1,2,Don't miss out on these fantastic deals,7401,3367,0.4549385218213755
13,0,Don't miss out on these fantastic deals,9244,1507,0.1630246646473388
13,0,Limited time offer: 65% off!,43204,1648,0.03814461623923711
19,3,New arrivals just for you,14365,1964,0.13672119735468152
4,3,Limited time offer: 65% off!,1113,1113,1.0
2,1,Limited time offer: 65% off!,6490,758,0.11679506933744221
3,4,Summer sale starts now!,31978,2675,0.08365126024141598
10,3,Limited time offer: 65% off!,9961,3616,0.36301576146973197
4,5,Limited time offer: 65% off!,21682,332,0.015312240568213264
4,6,New arrivals just for you,17428,3528,0.20243286665136562
6,5,Limited time offer: 65% off!,9504,608,0.06397306397306397
18,0,Your weekly newsletter,2333,2333,1.0
16,4,New arrivals just for you,36706,2611,0.07113278483081785
16,6,Limited time offer: 65% off!,31133,1373,0.04410111457296117
17,1,Your weekly newsletter,12110,3276,0.2705202312138728
21,3,Don't miss out on these fantastic deals,2099,983,0.46831824678418293
22,2,Limited time offer: 65% off!,16000,1172,0.07325
0,4,Limited time offer: 65% off!,36256,1169,0.03224293909973522
12,5,Your weekly newsletter,19530,4445,0.22759856630824374
12,0,New arrivals just for you,36314,4513,0.124277138293771
9,3,Don't miss out on these fantastic deals,39384,2280,0.0578915295551493
13,5,Summer sale starts now!,49593,940,0.01895428790353477
20,0,New arrivals just for you,42440,1791,0.04220075400565504
16,3,Your weekly newsletter,8435,1343,0.15921754593953763
16,3,New arrivals just for you,10780,3230,0.29962894248608535
6,1,Summer sale starts now!,4372,2487,0.568847209515096
4,1,Don't miss out on these fantastic deals,15674,3364,0.21462294245246905
0,1,Don't miss out on these fantastic deals,12305,564,0.04583502641202763
18,2,Don't miss out on these fantastic deals,27968,2365,0.08456092677345538
3,0,Your weekly newsletter,47188,408,0.008646265999830465
1,6,Don't miss out on these fantastic deals,32290,1451,0.04493651285227625
12,6,Your weekly newsletter,14464,1821,0.12589878318584072
2,2,New arrivals just for you,11835,1341,0.11330798479087452
4,1,Summer sale starts now!,8133,2163,0.26595352268535594
2,4,Your weekly newsletter,21921,3008,0.1372200173349756
13,5,Don't miss out on these fantastic deals,37015,893,0.024125354585978656
17,1,New arrivals just for you,1178,1178,1.0
11,2,New arrivals just for you,14117,4667,0.3305943189062832
23,6,Summer sale starts now!,14826,581,0.03918791312559018
